Bahnaric,Vietnamese
lăm,lớp
rơtăl,lớp
bop,méo
bor,chửa
bor,cây cầu
bor,mang thai
bot,gọn
bot,ngăn
bot,thò
bot,xỏ
bot,ở
boŭ khach,thối
boŭ phu,thơm
brach,rì
tăl,lớp
brah,tha
brah,thưa
brah,thả
brah,tấm
brai,cứi
brai,cửi
brai,dệt
brai bơlang,chỉ
brai dăng,sợi
bral,chừa
bral,cách
bral,hoảng
bral,kinh
bram,râu dê đực
brang,chói
brang,cây gió bầu
brang,lưa
brang,lấm
bre,họ
breo,đỏ
anih,lớp
bri,gáy
bri,màu hồng
hnam,lớp
lop,lớp
lơp,lớp
lăm pơ srăm,lớp học
lăm pơ xrăm,lớp học
brih,nhem
hnam hok pơ hrăm,lớp học
bring,loang
bring,nhá
bring brông,kẻ ca rô
lu,lũ
brit,cẩu tha
brit,ẩu
bro,khan tiếng
bro ̆ k tơ hnam,về nhà
tih,lũ
broch,tuốt
broih,khô khan
brok,về
brong,cái gùi
bruh,chụp
bruh,cẩu
tơthũt,lũ
brui,cái cọ
brul,con dúi
đak tih,lũ
brunh,tủm tỉm
brâk,mủi lòng
brâk,xúc động
hơbông,lũ
lŏk,lũ
đak,lũ
brê,rực
brê,đỏ lòm
brê hơ̆m,tím
brêng,chua
brêng,trưng
đưk,lư
'ba,lúa
'bạ,lúa
brông,lổ
`ba,lúa
brông,đỏ
brõ,đàn gong
brõk,về
brăm,tạm được
brăng,con sò
brĕ,biền biệt
brĕ,đỏ
brĕ pă 'bôh,biệt tăm
brĕi,qua
akoy,lúa
ba,lúa
brĕo,đỏ
brĕu,rực
brĭu,ửng hồng
hơdrŏ,lúa
lual,lúa
brŏ,đàn gong
brŏ dung,đàn có giây
brŏk,lại
brŏk,trở về
brŏk,về
brŏk,đi
brŏk tơ hnam,về nhà
brơ ̆ m,viên đạn
ĩch,lúa
brơh,làm hại
brơh,ẩu đả
brơih,ẩu
brơt,hoàng
brơ̆k,thương hại
ũnh,lúa
b`a,lúa
ha,lúa
brơ̆m,viên đạn
hri,lúa
lê̆ba,lúa
brơ̆m akăm,tên thuốc độc
phe,lúa
brơ̆t,khiếp vía
brơ̆t,soàn
brơ̆t,soạt
ƀa,lúa
brưng,gỉ
‘ba,lúa
brư̆,lễ bỏ mả
brư̆,điều xấu
brư̆,điều ác
brư̆h,lễ bỏ mả
brẽi,qua
che,lụa
brỡk,thương hại
brỡm,viên đạn
brỡt,khiếp vía
brữ,điều ác
bu,gì
bu ̆,lấp
bu ̆,vùi
bu ̆ pơpôi,vun
hnơr,lứa
buh,ai
buh,men
buh,men rượu
buh,nào
buh,nóng
buh 'bum 'blang,nướng sắn
buh bum blang,nướng sắn
buh tơ ŏu,ai lại
buih,men rượu
bum,củ khoai
bum chrŏu,củ khoai môn
bum dăng,củ khoai lang
minh hnưr,lửa
bum ngô,lạc
bum rơ kuah,củ riềng
treng,lửa
tơneh,lửa
but,bìm
but,bịp
buông,cái thìa
unh,lửa
ũnh,lửa
ŭnh,lửa
bâ,chúng mình
ủnh,lửa
bâl,bở
bân,bọn mình
bân,ta
bâr,ba
sa,lửa
u`nh,lửa
bât,biết
bâu,có mùi
ŭng,lửa
bâu khek,tanh
bâu phu dêh,thơm quá
bãt rơđah,biết chính xác
bích,nằm
bô,bị
'ba tơ yông,lúa nếp
bôbông,rộng tuếch
bôh,bảo
bôh,chứng
`ba tơ yông,lúa nếp
ba tơ yông,lúa nếp
kơdonh,lúa nếp
bôi,đông
ba hơ răng,lúa tẻ
phe 'ba 'yĕ,lúa tẻ
bôl,giao
chih tơ 'bôh,luận án
chih tơ bôh,luận án
bôm,quả bom
bôn,nhũn
bơyong,luân phiên
bôn kơne ti,bắp tay
bông,cái
bônh,cả
bônh,dc
bônh,dề
bônh,dỗ
bônh put,nhẹ dạ cả  tin
bônh put,nhẹ dạ cả tin
bôt,lờ
pơyong,luân phiên
tơgăn,luân phiên
bõk,khoét
bõk,đục
khôi,luật
bă,ba
bă kon drŏ nglo alơ̆p,bố cu
khôi juăt,luật
pơkăp,luật
bă tơmŏm,cha kết nghĩa
băi,được
băk tơnam,đeo dây chuyền
băk tơnam,đeo hạt cườn
băl,biết
băl,chia
băl,cảm
băl,gỡ
băl,hợp
băl,thiết
băl,thuận
băl,tán
luat,luật
băm,tệ
luât,luật
luât̆,luật
luâ̆t,luật
băng,bằng
luât,luật
băt,báo
băt,giác
luơ̆t,luật pháp
băt,háo
băt,làm
băt,lộ
băt,mang
băt,minh
băt,mà
băt,ngay
băt,ngon
băt,ngon bở
băt,ngào
băt,ngẩn
băt,ngẫn
băt,ngọt
băt,nhận
băt,rất
dăr,lúc
glưh,lúc
băt,ơn
băt rơđah,biết chính xác
băt tơdrong jang,biết việc
băt tơpăt,biết sự thật
bătyă,biết điều
bĕ,nào
bĕch,cảm
bĕch,nhẹn
bĕi,chửi
bĕng,đánh
hĕi,lúc
bĭ,còn
bĭ anhŏng k,còn anh
bĭ mai k,còn chị
bĭ oh k,còn em
bĭch kơ 'mŭ brum,nằm úp
bĭch đang,ngửa
bĭh,cùng
hơ'brêk,lúc
bĭng kơ kial,khuất gió
jơnang,lúc
bŏ,dàng
bŏ,quai bị
kơ,lúc
bŏk,khoét
bŏk,khơi
bŏk,khắc
kơchang,lúc
bŏk,đục
bŏk,ồng
kơnh,lúc
xĕ,lúc
đưng,lúc
anăr,lúc
biơ̆,lúc
bŏng,bướu
bruh,lúc
hei,lúc
bŏng,đực
hyĕt,lúc
bŏu,hôi
bŏu,ngửi
bŏu,thơm
bŏu phu,thơm
bŏu ôm,ôi
bŏuroi,phao tin
bŭ,chôn
bŭ,lấp
bŭ,vùi
bŭ bơngai lôch,an táng
bŭ pơpôi,vun
bŭh,đuổi
kơplah,lúc
bŭng,bung
bŭpơpôi,vun
tơpă,lúc
bơ,bừa
đâng,lúc
đơđuk,lúc
bơ,cố
đơđưk,lúc
jơnang ,lúc
hrat,lực
bơ,không
bơ,linh
bơngai,lực
bơ,phục
bơ,tù
bơ,xộp
hngâm,lực
bơ 'bang,nhiều
bơ 'bang kiơ,thiếu gì
bơ bang,nhiều
bơ bang kiơ,thiếu gì
bơ blep,chìm
bơ bôl,thấy mờ mờ
bơ băn ao,quần quần áo áo
bơ bŭi,êm
johngâm,lực
bơ la rôih,ngà voi
jơhngâm,lực
bơ luĕnh,tròn
ke`,lực
kĕ,lực
bơ lŭk,dại
kơdih,lực
pran,lực
lưk,lực
lư̆k,lực
jơnang 'noh ,lúc đó
lưk lương,lực lượng
bơ ngai khmer,người khơme
bơ ngai kơnê̆,biến chất
bơ ngai kơnễ`,biến chất
bơ ngai sem bri,cầm thú
bơ ngai tung tơmam,kẻ trộm
bruh,lúc này
bơ ngai tơ tung,kẻ cắp
jơnang 'noh hĕi,lúc nãy
bơ nơ̆m 'nhĕm,cái nơm
jơnang 'noh hĕi ,lúc nãy
bơ o klak,trướng bụng
bơ tho khan,bảo ban
hop,lũng
bơ yan ami,mùa mưa
jrŭ,lũng
lung,lũng
thong,lũng
trŭ,lũng
bơ yan phang,mùa nắng
hlôh,lũng
bong,lũng
bơ yan tŏ,mùa nắng
chơkrŭi,lưng
chơkŏr,lưng
bơ ôh,ươn
bơ ̆  jang,làm việc
bơ ̆  jang alâng,làm tốt
bơ ̆ jang,làm việc
chơkŭr,lưng
hnŏn,lưng
kŏr,lưng
bơbah,hướng cửa sông
bơbe,con dê
bơbe,sơn
bơbe bram,dê đực đầu đàn
bơblông,ngùn ngụt
bơbo`ng,cái bình bầu
bơbrot,liên tục
bơbrăng,khiết
bơbrĭng,san sát
bơbrơ,nằm
bơbrơ̆k,thầm thì
bơbrơ̆ng,nằm thẳng
bơbu ̆k,xúc
bơbu ̆k teh,xúc đất
bơbu ̆k trôk,xúc bùn
bơbul,mờ
bơbâp,lập cập
bơbôn,mịn màng
kơ dŭ,lưng
bơbŏng,cái bình bầu
bơbŭk,xúc
kơ'dŏr,lưng
bơbơ̆,sờ mó
bơbơ̆t,tiêu xài
bơbơ̆t,xài
bơchỡng,cha mẹ hứa hôn cho ngay lúc còn nhỏ bằng một vật bảo chúng
kơdŭ,lưng
bơhbơm,lờ
bơhbơm,lỡ
bơhle,nghịch
bơhleng,nghén
kơdũ,lưng
kơdŭ,lưng
bơih,lâu
bơih,mất
bơih,nhiên
kơdŭ rŏng,lưng
bơih,đấy
kơdu`,lưng
bơkho,dạy
bơla,ngã
bơlang,khướu
bơlang,trắng
kơdŭrong,lưng
bơloh,lỗ
bơluăn,nguyệt
plah,lưng
bơlôh,cái lỗ
bơlăm,bàn tán
bơlŏ,rét
bơlŏng,cái bình bầu
ro`ng,lưng
rŏng,lưng
bơlŭk,quá nhiều
bơlŭk,qúa nhiều
bơlơh,thay phiên
kơtơ̆,lược bí
'năk,lưới
bơm,bơm
bơm,phải
hlơm,lưới
bơm,trúng
jal,lưới
bơmreh,nhánh tre
bơmông,lễ tang không hài cốt
bơmă,tù
bơmĕch,nhọ
bơmĕnh,nhọ
bơmơ̆t,hướng tây
nak,lưới
bơneh,tối đa
bơng,bể
bơng,cái bể
bơng,cái máng
năk,lưới
grang,lưới
bơnga,vật
hơ nhoăl,lưới
hơnhuăl,lưới
lŭi,lưới
bơngai,dũng
bơngai,họa
bơngai,khán
jar lươ̆i,lưới
guem,lưỡi
guĕm,lưỡi
gơwẽt,lưỡi
bơngai,nguời
bơngai,nhân
hla piêt,lưỡi
bơngai,phóng
khuĕm,lưỡi
kung keng,lưỡi
piêt,lưỡi
bơngai,tri
bơngai,trẻ
bơngai,tù
bơngai,tấu
pla,lưỡi
bơngai,vật
bơngai,ăn
bơngai,đôi
bơngai,đốì
rơpiẽt,lưỡi
tơ lah,lưỡi
tơlah,lưỡi
hơ piĕt,lưỡi
hơ pyĕt,lưỡi
bơngai chă pinh,ăn mày
hơpiĕt,lưỡi
kŏu,lưỡi
bơngai chơvong hơkĕ,người gầy
muh,lưỡi
bơngai hri,diễn viên hát
poĕt,lưỡi
bơngai hơri,diễn viên hát
kâuvah,lưỡi câu
pla asai,lưỡi câu
bơngai jang hơ jơm,nghề rèn
hla piêt 'yĕr,lưỡi gà
pơ'ngơk,lưỡi gà
bơngai jang mir na,làm nông
pơngơk,lưỡi gà
bơngai jang ot 'long,nghề mộc
bơngai jang vei xem tơ rong,nghề chăn nuôi
hla piêt yĕr,lưỡi gà
nơnŭng,lươn
rơnững,lươn
bơngai lui phơ̆t,sư sãi
rơnŭng,lươn
dơnung,lươn
pah,luống
luô̆ng,luống
luông,luống
bơngai pơma pơm jang hơlĕnh,cái già
bơngai soang,diễn viên múa
trong,luồng
lương,lương
jăp,lượng
lương,lượng
lươ̆ng,lượng
mơnat,lượng
tơng,lượng
bơngai xek tơ drong,người xử kiện
bơngai xoang,diễn viên múa
lươ̂̆ng,lượng
bơngaí pơma pơm jang hơle`nh,cáo già
bơngaí pơma pơm jang hơlĕnh,cáo già
kơdrŏng,luống cày
towng jơ hngơ̆m,lượng sức
bơnê,cám ơn
bơnê,cảm
bơnê,cảm ơn
bơnê,khen
bơnê,ngộ
bơnê,ngợi
bơnê,thưởng
bơnê,tặng
bơnê,ơn
bơnê kră alŏ,mừng thọ
bơnă,tù
tơng jơ hngơ̆m,lượng sức
dơ,lương tâm
bơnŭng,bánh tẻ
bơnŭng,non bánh tẻ
bơnơ,con đê
bơnơ,con đỉa
bơnơ,cái đập
'măng,lượt
bơnơ`,kè
tơthăt,lượt
bơnơ̆,kè
bơnơ̆,đập
'măng,lượt
bơnơ̆ng,nắp xoong
bơnề,cám ơn
bơnễ,cảm ơn
măng,lượt
bơnỡ,đập
bơo,trương
bơo,trướng
bơrơng,dìu dắt
bơrơ̆ng,cố
bơrơ̆ng,cố ý
bơtho,giảng
bơtho,học
bơtho,khuyên
rơlat,lụt lội
bơtho,viên
bơvang,bao vây
bơve`nh,cái xoáy
bơvĕnh,cái xoáy
bơvĭnh,quanh quẩn
bơxuh,múa kiếm
bơxuh,nô đùa
bơxŭn,túp lều
rĕng,luỹ
rĕng,lũy
bơyong,xen kẽ
bơyơ̆ng,đi qua lại
bơyỡng,đi qua lại
bơôh,ươn
chĕn,ly
bơ̆,chắn
lung,ly
'bôh,ly
bơ̆,đấp
bơ̆,đắp
bơ̆ jang alâng,làm tốt
bơ̆ jang alâng,làm việc
bơ̆ jang chŭn,nghề nông
bơ̆ jang hơjơ̆m,nghề rèn
kơ chŏk,ly
lăng,lý
bơ̆jang wei rong sem tơng,nghề chăn nuôi
bơ̆l,bùi
bơ̆l,chán
bơ̆l,chán nản
pơtrŏ,lý
tơlang,lý
bơ̆ng,đậy
bơ̆r,cứng
đĕi,lý
bơ̆t,trước
bơ̆t,ở
bưh,đấy
bưn,chuyền
hnhei,lý
bướu,bướu
bẽch,cảm
lĭ,lý
lyê,lý
bền,bền
bền,bền vững
ly̆,lý
bỉch,nằm
lý,lý
răp,lý
bổ`i,cái hũ
kơdi,lý do
bổi,cái hũ
đe ̆i tơdrong,lý do
yua,lý do
bỡ,chắn
apăl,ma
bỡ,đắp
bỡl,chán
atău,ma
bỡng,đậy
atơ̆u,ma
hơpăl,ma
cak,loang đuôi
jôk,ma
kiăk,ma
ch hút,chùi
ch hút,lau
chah,láng lẩy
chai,cái chai
kyak,ma
chaih,ném
chaih,ném đá
chak,loang đuôi
kyăk,ma
cham,quảng
lêh,ma
tai,ma
đelôch,ma
cham ngôi sok iĕr,sân cầu lông
cham pah 'bŏng lŏng,sân bóng chuyền
cham pah bŏng lŏng,sân bóng chuyền
cham să,sân vân động
cham đă 'bŏng lŏng,sân bóng đá
chang,hi vọng
chang,mong
chang,trông chờ
chang,trông mong
chang,vọng
chang hmăng,ngóng
chao,chao
atâu,ma
char,cao
atõu,ma
atŏu,ma
htâu,ma
hơ tou,ma
char,sa
char,thành
hơ tâu,ma
hơtŏu,ma
lôch,ma
yang,ma
'bŏ,má
chat,vui
bŏ,má
kaka,má
kôka,má
che,rẻ
che,âu
che khăn yơ̆l kơ̆l,khăn đội đầu
che sut cơ'bang găm,giẻ lau bảng
che sut cơb`ang găm,giẻ lau bảng
che sut cơƀang găm,giẻ lau bảng
che`p,giữ
che`p,đem
ka,má
chek,sinh
chek,đẻ nhiều
chem,hiểm
kla,má
cheng,nghiêng
cheng,ngăn
cheng,xếu
me`,má
cheng chong,méo
mĕ,má
tơ'bok,má
cheng găn tep,buồng ngủ
tơ'bŏk,má
tơb`õk,má
tơbok,má
chep,chip
cher,chen
cherck,cắt
chhar,mã la
tơƀŏk,má
chêng,mã
chhing,sừng sững
chho,rửa
chho ̆ ng,vớt
chho ̆ ng io ̆ k ka,vớt cá
chhop,mát
chhur,đau lòng
chhut,lau
chhut hnam,lau
chhut jơ̆ng,chùi
chhut kơ 'bang,lau bàn
chhut kơ 'bang găm,lau bảng
chhut kơ bang,lau bàn
chhut kơ hang găm,lau bảng
chhut kơ ƀang,lau bàn
chhut kơ ƀang găm,lau bảng
chhut tang do ̆,lau ghế
chhut tang dŏ,lau ghế
chhôk,khoan khoái
chhônk,khoan khoái
chhŏk,thuẫn
chhŏng,vớt
chhŏng iŏk ka,vớt cá
chhŏnh,thù
chhŏnh,thù hằn
chhơ,vẽ
chhơp,mát
chhơ̆,họa
pơtao,mã
chhơ̆,tranh
chhơ̆,vẽ
chhỡ,vẽ
chi tơbăt ăn,đăng kí
chi tơbăt ăn,đăng ký
chi`ng klơk,đàn tơ rưng
chi`t,bịt
chi`u,giác
chân,mã
atâu,mả
bơxat,mả
chih,ghi
chih,hoá
chih,hóa
chih,luận
hlung atău,mả
chih,tiểu
chih,tác
chih,tái
pơ xat,mả
chih,đề
chih hla pơar,viết sách
pơxat,mả
sơlung atău,mả
khei,mả
pơ sat,mả
chih tơroi,viết phóng sự
chin,hủi
chin kren,hủi
chiu,chịu
pơsat,mả
choh,cày
choh,cái cày
choh,cắn
tôch,mả
choh,làm
sơlung aphău,mả
choh anhie ̆ t,làm cỏ
choh rơ ua,bừa
chok,khoét
chok,khoét rãnh
tâu,mả
chok,đấm nhau
chok dih băl,đấm nhau
chol,chuôi
chom,hóc
chong,khai
chong,mếu
chong,phát
chong hơnong 'ba,phát rạ
chong hơnong ba,phát rạ
chop,dò
chop bơngai tơdông,rình trộm
chope`t,bóp
chopĕt,bóp
tơđah 'ba anỡp,mạ non
tơđah ba anơ̆p,mạ non
lêh lêm,ma quỷ
rơhai,mác
mak,mác
chraih,khắc
chraih,khắc đẽo
chuơh,mạc
chraih,đánh
chraih,đẽo
chrang,bỗng
chrang,cao
chrang,nhiên
chrang,thanh
chrao,sáo
chrek,rọc
chrek hla ar,rọc giấy
kôr,mắc cạn
chrih,lạ
chrih,lạ lùng
chro,chìa
chro,vồng
tơnglang,mách
chroch,vót
chroch so ̆ ng,vót chông
chroh,iả chảy
chroh,vót
chroih,lệch
trong,mạch
chruơh,chuôi
chor,mạch
chruơh,lóc
chrâng,ngỡ
chrât,ngàng
mŏng,mạch
chrêh,tua
chrêng,ngạc
chrêng,đột
chrêng chrangỉ blư,đột nhiên
trong pham,mạch máu
trong dak lĕch,mạch ngầm
chrĕm,buốt
chrĕng,vọng
trong đak lĕch,mạch ngầm
'năr dơning,mai
chrơp,lạ
chrơ̆t,dừng
chrơ̆t,đứng
chrỡt,đứng
chu,chấm
chu,ngoan
chu ̆p,vồ
'ngah,mai
chu`,chấm
chu`p,bốc
bri,mai
bơgê,mai
chue,vận
chur,chen
chur,lấn
dơning,mai
chuôn,chuồn
chuă,đan
chuĕch,lấy
chuĕn,chuyển
chuĕn,vận chuyển
chuơ ̆ r,vọt
chuơ ̆r,vụt
kŏ,mai
chuơh,sa
chuơh đak dơxĭ,cát biển
ning,mai
chuơ̆r,vọt
chuơ̆r,vụt
chuồn,chuồn
chuỡr,vọt
chuỡr,vụt
chá ôn,trốn
pơghê,mai
châm,chẩm
châng,chặt
châng,cắt
chã,du
chã,dò
chã,phát
chã,thanh
tar,mai
cheng hluăn,mai
chã,đi
chã juang tơmang,du lịch
chã tơdrong hdoih,kết hợp
kơdranh,mai
tơning,mai
năr dơning,mai
chê,chế
chêng,chiêng núm
chêng,nhỏ
chêng klŏng,chiêng cải tiến
chênh klŏng,chiêng cải tiến
chê̆,buộc
chôh,buộc
'yŏng,mái
bŭng,mái
chôi,chồi
chôn,ích kỷ
chông,dắt
chôt,quay
chô̆,búi
chô̆,quàng
bơ,mái
bơbŭng,mái
chú,thằn
chă,du
chă,dò
chă,dự
chă,gây
bơbŭng,mái
chă,huy
chă,khảo
chă,kiểm
chă,mò
chă,móc
dih,mái
chă,phiền
chă,phát
chă,phô
dil,mái
chă,quy
chă,thanh
gruei,mái
hkan,mái
hơkan,mái
chă,tiểu
chă,tra
chă,trinh
hơkăn,mái
pơbũng,mái
pơbŭng,mái
chă,tự
chă,đi
chă,đánh
chă,đáp
chă,đề
chă along ũnh,kiếm củi
chă along ŭnh,kiếm củi
chă druh,nghề săn bắn
pơbủng,mái
chă hơvơ̆ ka,mò cá
chă hơvỡ ka,mò cá
chă jrơng sa,ăn mày
chă juang tơmang,du lịch
chă kơchĕng kơdih,suy nghĩ
chă tơdrong hdoih,kết hợp
yŏng,mái
chă yâu ka,xúc cá
chăih,ném
ai,mái
akăn,mái
chăl,thế
iông,mái
pơ,mái
măi,mái
chăl hle,thời đại mới
chăl ning mônh,thời sau
chăm đă bŏng lŏng,sân bóng đá
chăr along ŭnh,chẻ củi
chăt,chồi
awa,mái chèo
chăt,nhú
pơnai,mái chèo
chĕ,chế
chĕh,đẻ
chĕng,chiếm
kơdranh,mai mối
chĕng,ngăn
chĕng,quy
chĕng iŏk bri,lấy rừng
chĕng sơlam,chia ranh giới
chĕp,lạnh
chĕp,mang
kŏ jong,mai mối
chĕp,phát
bơ bŭng hnam,mái nhà
chĕp,đem
chĕp,đỡ
dih hnam,mái nhà
chĕp kong kơ nol,ký kết
bêl,mai sau
chĕr,lánh
ning nai kai kơnh,mai sau
chĩt,bịt
chĩu,cảm
klôh,mâm
klôk,mâm
kơ mâm,mâm
chĭng klơk,đàn tơ rưng
chĭnh,chiêng bằng
chĭt,bịt
chĭt,trét kín
chĭt kơ̆l,bịt đầu mối
chĭu,chịu
chĭu,cảm
chĭu,giác
chĭu,trách
kơ mơ̆m,mâm
chŏdĭnh,mày
kơmơm,mâm
chŏh,cày
mơ̆m,mâm
chŏu,bấu vứu
chũm,hôn
'bang,mâm
chŭ,hủi
kơ đum,mâm
pơnăn sa,mâm
rơ thao,mâm
chŭm,đồn
'dak,mầm
chŭn,đồn
chŭp,bốc
bôp,mầm
chơnă,mầm
hơna,mầm
hơnah,mầm
kon,mầm
chơ,cái
chơ,lấp
chơ,tìm
chơ,vang
kơ'mơ̆ng,mầm
kơmơ̆ng,mầm
chơ che ̆ r,lấp lánh
chơ cho hơbăn,may váy
chơ choh,băm
chơ choh anhe`m,băm thịt
chơ choh anhĕm,băm thịt
chơ choh ao,may áo
chơ choh chư,đánh máy
chơ choh hơbĕn,may quần
chơ choh kơ ting,băm xương
chơ chre ̆ng,vang vọng
chơ chrơ̆,tiếng nước chảy
năt,mầm
chăt,mầm
chơ khŏ đă 'bŏng lŏng,giày thể thao
chơmăt,mầm
chơ mơ,ló
chơnăt,mầm
chơ nglai,lai
chơ nglai ao,lai áo
‘bôp,mầm
măm ruô̆k,mắm ruốc
kơmung,màn
chơchĕr,lóng lánh
chơgăm,chăm chỉ
chơgăm,hãng hái
chơgăm,hăm hở
chơgăm,hăng hái
chơgăn,ngăn phòng
chơgơu,gâu
mung,màn
chơi,sướng
chơkang,lấy lá bịt ghè rượu
kreng,mận
biying,màn ảnh
kơlang,máng
chơkăl,chốt
chơkơi,vực
kơmang,máng
chơkơ̆,bẩy
chơlak,cái nan tre
chơlêng,lớn
chơlênh,lớn
chơmăt,chồi
bơng,máng
jrŏng,máng
chơng,chờ
tơnglang,máng
'lang,măng
chơng rơng gơng,bắc cầu
hmok,măng
chơng rơng tôl,giàn bí
chơng rơng tơyĕn,giàn mướp
chơnglai,lai
chơnglai hơbe ̆ n,lai quần
chơnăt,chồi
tơ 'băng,măng
tơ băng,măng
chơpe`t,bóp
chơprê,tua tủa
chơpĕt,bóp
chơt,sướng
chơt,vui
chơvong,gầy
chơvêu,cong
chơvơ,láng cháng
chơvơng,gầy
chơâng,gàn dở
chơ̆m,chấm bài
tơ'băng,măng
chơ̆p,gấp
chư,xấu
chư ̆  hơle ̆nh,xảo quệt
chưk,ủi
chưng,chưng
chư̆,dã
chư̆,không
chư̆,xảo
tơbăng,măng
chắ,lằn
chẽng iõk bri,lấy rừng
chẽng sơlam,chia ranh giới
chẽp,lạnh
chẽp,đỡ
chết,chết
băng,măng
chỗ`,búi
chỗ`,trói
chỡn,bình tĩnh
chỡng,chặt
chỡp,gấp
chữ,không
lang,măng
ngăi,mạng
căn kưt,chòi
mang,mạng
hơ tong dak,máng xối
d joh suang,văn hoá nghệ thuật
d krang mang yang,đèo mang yang
dah,diễn
dah,quay
jep,máng xối
dak,phủ
tong hnong đak ro,máng xối
tonghnong đak tơro,máng xối
dam dă 'biơ̆,đỡ chưa
dan,đặt
tơ nglang ro,máng xối
dang,bằng
dang,duỗi
'bơng,máng xối
dang,ghề
bơng,máng xối
tơ nglang đak,máng xối
dang,như
dang,vẫn
dang,yết
dang,̆vẫn
dang har,đặt chéo
hiĕr,manh
hơtŏ,manh
dang ăi,vuông
tơnăr jrăng amăng,mành
dao,phay
krưp,mãnh
akĕ akĕ blong blong,mảnh mai
deh,thòng
del,lủng
jơmang,mào
dih,biệt
dih,cùng
dih,với
dim,dàng
dim,hậu
jơmrang,mào
dit,chậm chạp
dit,chậm rãi
djih,đẫm
pơliĕu,mào
mao,mào
djol,khập
djol,nhấc
djol,nhắc
djol,thọt
djram,rực
djrang,báo
djrang,con beo
djrang,con báo
djrang,láng
djrêm,đỏ
djrông,chảy
djrông,lênh
djrŏng,dựng
pơ,mạo
jtfmrang,mào gà
djơ,uớt
djơ,ướt
dlah,xẻ
jơmang 'yĕr  ,mào gà
doh,trống
boy,mào lông
dol,lẳng
dong,đập
dong .,đập
chơ'nit,mập ú
dong doi hnam,dãy nhà
'bak,mắt
atŭ,mắt
dou,liệu
hơtŭ,mắt
klang,mắt
drau,bảy
dreng,xanh
dreng,úa
mat,mắt
drom,cái
măt,mắt
măt găr,mắt
mắt,mắt
drong,ghé vào
drong,ngang
sõk măt,mắt
drong,trình
drong găn,ghé
drong kơ pô,chuồng trâu
drou,sáu
dru ̆k,xám
dru`t,đẩy
druh,săn
klong măt,mắt
druĕi,ngán
druĕi,ngại
klong mắt,mắt
drâng,nhất trí
drâu,bảy
lăp,mắt
mãi,mắt
drông,họ
tol,mắt
dră,bày ra
đak,mắt
drăi,gượng
drăi,thét
drăi,to
drăk,dụng cụ lấy lửa
drăm,cải
bak,mắt
drăm,vật
drăn,độc
drăng,cột
kơmăt,mật
pai,mật
rẽch,mật
drŏ,phụ
sriêp,mật
đak,mật
iep pơkao,mật
drŏ kăn drŏ nglo,gái trai
juăt,mật
ôn,mật
drŏ nglo lơ̆p,cậu bé
đao,mật
'mŏ,mặt
'ngir,mặt
kơdrơ,mặt
muh măt,mặt
muhmăt,mặt
măt,mặt
drŏu,bảy
drŏu,nay
drŏu,sáu
mŏ,mặt
drŭk,màu tím
drŭk,xám
mặt,mặt
ngir,mặt
drơ,xốc
'bŏ,mặt
mu,mặt
drơ̆,xốc lên
drơ̆ng,đồng ý
drơ̆ng pơm,đồng ý làm
muh,mặt
drỡng,trả lời
drỡng pơm,đồng ý làm
du,vận
rang,mặt
du`n,ì
se`o,mặt
sĕo,mặt
trăng,mặt
duda,bất kỳ cái gì
dueh,kế
duh,đền
duh lĕi lăi,như vậy
dui,chèo
dui,lôi kéo
dui hơ nhă,kéo vó
dui jơ hngơ̆m,thở
dui jơhngâm lap,hì hục
duih,kéo
wer,mặt
mĕt,mặt
hơgei,mặt bằng
duĭnh,hoay
dâng,dừng
dâng,thững
măt teh,mặt đất
dâng,đỗ
dâng,đứng
dêch,thôi
mât đô,mật độ
dêh,cả
dêh,gắt
dêh,hơn
dêh,khiếp
rơngơp,mát mẻ
dêh,liệt
dêh,lâu
dêh,lắc
dêh,ngon
dêh,nhỏ
dêh,nóng
dêh,qua
bram,mặt nạ
dak ngam hong,mật ong
dêh,rộng
dêh,sanh
dêh,sợ
dêh,thiết
dêh,thật
dêh,tè
đak 'ngan xut,mật ong
dêh,vút
đak ngam xut,mật ong
dêh,đen
đak kơ drot,mật ong
dêh,độn
dêk,quá
dê̆h,lâu
dôi,cái bát đồng
xut kơ drot,mật ong
dôk,cái bè
dôm,bây
đak sut,mật ong
dôm,đủ
dôm anu bơ ngai,mây người
dôm anu bơ ngai,mấy người
khei,mặt trăng
dôm tŏ along,mấy cây
dôm tŏ lăm,mấy phòng
dôm tơdra nâr pơma,các dấu câu
dônh,móc
dô̆ song,chia
dô̆ song dih băl,chia nhau
dõng,đưa
dõng bơngai ji`,cấp cứu
dă,đỡ
dă 'biơ̆ bơih,đỡ rồi
dă biơ̆,đỡ
dă biỡ,đỡ
khẽi,mặt trăng
khĕi,mặt trăng
mă,mặt trăng
dăn,khụ
dăng,căng
dăng,mắc
dăng,sợi
dăng,và
dăng,đi
dăng hơ nhuăl,đi chài
dăng hơ nhuăl,đánh lưới
dăr,thể
dăr,tra
dăr,vây
dăr,xoay
dăr,xoay vòng
dăr,đi vòng
dĕh,dùi
măt khăi,mặt trăng
dĕi,có
dĕng,đung
dĕng,đung đưa
dĭ,đã
dĭ drơ̆ng,đã đồng ý
nar,mặt trời
dĭng,lững
măt 'năr,mặt trời
dŏm,đŭ
dŏng,vực
dŏng,đưa
dŏng,ủng hộ
